effect	estimate	se	df	t_value	p_value	roi	atlas
(Intercept)	0.294953720247499	0.110733782792758	3988.27072892592	2.66362904624613	0.00776135838817311	270	Glasser
condition2	0.345704406976847	0.142276188692877	3248.84541184125	2.4298121151045	0.0151604865906137	270	Glasser
task2	-0.00374198838644419	0.113280904645788	3918.29619229412	-0.0330328257718705	0.973650093222951	270	Glasser
task3	-0.622012163107644	0.115204823521281	3732.08959742336	-5.39918506964897	7.11171590859187e-08	270	Glasser
condition2:task2	-0.17493465556042	0.146544924358795	3248.84541193178	-1.19372715449439	0.232671870878509	270	Glasser
condition2:task3	-0.720331164850862	0.153848614352316	3248.84541179086	-4.68207768970406	2.95607017505268e-06	270	Glasser
(Intercept)	0.166222187983089	0.100205478083859	3985.2677901562	1.65881338187901	0.0972320928944224	271	Glasser
condition2	0.202330476744196	0.12772402336368	3223.50983448076	1.58412232417767	0.113263978482433	271	Glasser
task2	0.0761107538013525	0.102333930558544	3893.66645437896	0.743748953899608	0.457073244332479	271	Glasser
task3	-0.537638374186931	0.103834574756289	3700.22589694874	-5.17783575893508	2.36429602705093e-07	271	Glasser
condition2:task2	-0.0636031828348488	0.131556148042702	3223.50983543211	-0.483467962395827	0.628796339581738	271	Glasser
condition2:task3	-0.516378732649708	0.138112808577005	3223.50983196539	-3.73881856411458	0.000188099573248379	271	Glasser
(Intercept)	0.055095615063659	0.134995319211613	3984.02631519625	0.408129818022011	0.683200301903661	272	Glasser
condition2	0.230123453488378	0.173735972929887	3216.34766378252	1.32455846424647	0.18541174517025	272	Glasser
task2	-0.169224114838485	0.13814980058781	3914.37557753249	-1.22493202392228	0.220674538685369	272	Glasser
task3	-0.268946071469305	0.14055958549361	3720.5547473337	-1.91339545093871	0.0557741124338623	272	Glasser
condition2:task2	-0.164955208807527	0.178955887590547	3216.3476638472	-0.921764637243709	0.35672049140556	272	Glasser
condition2:task3	-0.615446752700978	0.187867266785681	3216.34766344089	-3.2759658626592	0.00106418603374522	272	Glasser
(Intercept)	0.125951441966206	0.0718980760845195	3982.94912590642	1.75180545607569	0.0798842223994168	273	Glasser
condition2	0.0949951976744006	0.0904263827734449	3235.10199552561	1.05052524231122	0.293555158031451	273	Glasser
task2	0.13917996651723	0.0731682099285615	3856.16888051094	1.90219176679489	0.057220524671755	273	Glasser
task3	0.186773225080341	0.0739750546140475	3668.83977094391	2.52481361527611	0.0116177866843524	273	Glasser
condition2:task2	0.0650805126655426	0.093139460266111	3235.10199488492	0.698742643339348	0.484763106001347	273	Glasser
condition2:task3	0.200876973585441	0.0977814616655045	3235.10199696076	2.05434619368455	0.040022366761359	273	Glasser
(Intercept)	0.82793028375081	0.0975817242623011	3984.05224138957	8.4844809825795	3.0146245499326e-17	274	Glasser
condition2	0.726033651162796	0.123640068112398	3229.69599207692	5.8721550565855	4.73810323994082e-09	274	Glasser
task2	-0.454624484596687	0.0995086359951223	3877.67080311707	-4.56869376260942	5.0603647158825e-06	274	Glasser
task3	-0.691151630476718	0.100802433503242	3686.74921717318	-6.85649747190366	8.2391154351407e-12	274	Glasser
condition2:task2	-0.190511542805856	0.127349661216746	3229.69599300311	-1.49597212105347	0.134758626484858	274	Glasser
condition2:task3	-0.522156574391143	0.133696673577473	3229.69599055038	-3.90553153208088	9.59426054911813e-05	274	Glasser
(Intercept)	0.680447152589307	0.0905744747684694	3987.57454968761	7.51257078032964	7.11552448518379e-14	275	Glasser
condition2	0.858175523255619	0.116336044956791	3228.18947167084	7.37669501807763	2.05265126639127e-13	275	Glasser
task2	-0.38695059219357	0.0926517605574585	3914.5764480359	-4.17639761905658	3.02613979557029e-05	275	Glasser
task3	-0.928889702990604	0.094216245859173	3722.61299358479	-9.8591245545809	1.1829270461501e-22	275	Glasser
condition2:task2	-0.27141379733493	0.119826494264587	3228.1894712491	-2.26505664711866	0.0235752121245738	275	Glasser
condition2:task3	-0.956044554751676	0.125798557582019	3228.18947166248	-7.59980538034664	3.86218214270358e-14	275	Glasser
(Intercept)	0.475130890332477	0.071604008206235	3984.26254591535	6.63553482877659	3.66818094240884e-11	276	Glasser
condition2	0.140938023255839	0.0927356368954304	3225.09203663862	1.51978277147934	0.128663604984834	276	Glasser
task2	-0.185819636192001	0.0733612454623088	3928.19409093349	-2.5329400424025	0.011349630104244	276	Glasser
task3	-0.534505856871144	0.074787656660242	3738.34807155607	-7.14697960519592	1.06164214258522e-12	276	Glasser
condition2:task2	0.0294808015668531	0.0955218883690472	3225.09203503095	0.308628755882155	0.757623877633275	276	Glasser
condition2:task3	-0.277804291500416	0.100292862300257	3225.09203594961	-2.76993083185446	0.00563891711444837	276	Glasser
(Intercept)	0.0658645425550397	0.0968672485900338	3981.48983187499	0.679946457793952	0.496577894927681	277	Glasser
condition2	-0.256017604651125	0.124245029998772	3230.61751051175	-2.06058628384295	0.0394224157504765	277	Glasser
task2	0.29712383340773	0.0990644193400723	3906.4109964684	2.99929919730061	0.00272308509452265	277	Glasser
task3	0.184225654029972	0.100701130479965	3716.18495950812	1.82942985001172	0.0674153211641647	277	Glasser
condition2:task2	0.145401628764599	0.12797798433556	3230.6175103242	1.13614563879482	0.255979889546297	277	Glasser
condition2:task3	0.551623582954871	0.134370023243699	3230.61751192962	4.10525777728285	4.13861662073864e-05	277	Glasser
(Intercept)	0.398404685160773	0.0818209699794289	3983.11311736925	4.86922466527759	1.1638370104562e-06	278	Glasser
condition2	0.206405244186178	0.100789552298195	3232.52403774083	2.04788333195003	0.0406520692067017	278	Glasser
task2	-0.0624604554170555	0.0826688509666129	3785.0288138906	-0.755550061319724	0.449966020828461	278	Glasser
task3	0.149727868360174	0.0831681068606294	3608.9779026765	1.80030391470956	0.0718961341983227	278	Glasser
condition2:task2	0.000292186408720414	0.103813557654255	3232.52403756396	0.00281453034962468	0.997754506324739	278	Glasser
condition2:task3	0.104358186916177	0.108987548125429	3232.52403833364	0.957523943891973	0.338374473368115	278	Glasser
(Intercept)	0.37519909547922	0.0793821567654455	3981.72624534483	4.72649157905649	2.36325254968783e-06	279	Glasser
condition2	0.403425674418501	0.0992542432157251	3217.8434561226	4.06456853982224	4.92725958700748e-05	279	Glasser
task2	-0.0272928784025853	0.0806383434834107	3832.66418541267	-0.338460305899018	0.735034874605063	279	Glasser
task3	-0.173257874374173	0.0814069371142522	3643.41235077602	-2.12829373657691	0.0333796639528988	279	Glasser
condition2:task2	-0.0190697261182126	0.102232184443285	3217.84345695947	-0.186533489644758	0.852038177294224	279	Glasser
condition2:task3	-0.213367070087791	0.107327360450243	3217.84345376315	-1.98800258566602	0.0468960072656074	279	Glasser
(Intercept)	0.275503634645952	0.0688500492859374	3983.06167748356	4.00150235915987	6.40856593655329e-05	280	Glasser
condition2	0.223130604651238	0.0846846691920191	3223.33246440054	2.63484060078571	0.00845797096440599	280	Glasser
task2	0.0875800471554401	0.069521321161187	3776.55095464205	1.25975809568382	0.207834484715154	280	Glasser
task3	0.156336310884928	0.0699185171422402	3599.46641688003	2.23597864020602	0.0254142260787652	280	Glasser
condition2:task2	-0.0339526818467071	0.0872254771167857	3223.33246336091	-0.389251890261925	0.697115534509686	280	Glasser
condition2:task3	0.0203547575534855	0.0915727299963065	3223.33246510462	0.222279684730449	0.824110248055115	280	Glasser
(Intercept)	0.381680190930418	0.0957036587899377	3984.78784647678	3.98814628151445	6.77861846922308e-05	281	Glasser
condition2	0.417301348837218	0.121740336438855	3224.53548163791	3.42779855094957	0.000616120796032227	281	Glasser
task2	-0.0120408356140355	0.0976898717467835	3888.17109127043	-0.123255721383747	0.901910973168895	281	Glasser
task3	-0.234258668963256	0.0990668866922928	3695.20053595056	-2.36465156809536	0.0180984461776496	281	Glasser
condition2:task2	-0.154743690905206	0.125392931584337	3224.53548189617	-1.2340702857013	0.217266648387701	281	Glasser
condition2:task3	-0.177680004349031	0.131642421996087	3224.53548191998	-1.34971691993264	0.177201547116407	281	Glasser
(Intercept)	0.62434480769147	0.097975364944233	3987.30332794634	6.37246728345277	2.07165265618309e-10	282	Glasser
condition2	0.569984174418505	0.125742741801945	3226.93035352442	4.53293896928283	6.02821116939755e-06	282	Glasser
task2	-0.332249855880251	0.100206408930671	3912.42629418079	-3.31565475128563	0.000922622252026035	282	Glasser
task3	-0.84472006445807	0.101875121387566	3720.02896669618	-8.29172081419644	1.54164198453184e-16	282	Glasser
condition2:task2	-0.202514205579975	0.129515421767522	3226.93035406486	-1.56363005128057	0.118002528987476	282	Glasser
condition2:task3	-0.628755093709838	0.135970374022668	3226.93035221948	-4.62420654667769	3.90800417442458e-06	282	Glasser
(Intercept)	0.180927346430563	0.107452086885952	3982.65361725356	1.68379555645668	0.0922995520487667	283	Glasser
condition2	-0.065354360465215	0.135072265465961	3228.95814540274	-0.483847370441007	0.628527004878459	283	Glasser
task2	0.292556803486118	0.109333481923259	3853.07675044987	2.67582078554365	0.00748618848060092	283	Glasser
task3	0.482821227971828	0.110524320346672	3664.32170462988	4.36846140702251	1.28589146423683e-05	283	Glasser
condition2:task2	0.144063313014793	0.139124860649794	3228.95814618291	1.03549654850998	0.300514619655737	283	Glasser
condition2:task3	0.781370555347108	0.146058740188946	3228.95814327062	5.34970077337586	9.42419159778957e-08	283	Glasser
(Intercept)	-0.493939808139592	0.104143382867105	3983.74833319216	-4.74288230842183	2.18074075687359e-06	284	Glasser
condition2	-0.238531825581464	0.13129319077018	3247.49948895295	-1.81678748290152	0.0693418005609005	284	Glasser
task2	0.633556090237539	0.106055754041707	3866.32711281855	5.97380213796214	2.52699927896508e-09	284	Glasser
task3	0.965260426733276	0.10729141519204	3681.47977848728	8.99662312222807	3.6478473870806e-19	284	Glasser
condition2:task2	0.240926088329344	0.13523240176031	3247.49948886301	1.78157072708335	0.0749126882028585	284	Glasser
condition2:task3	0.773814032274381	0.141972284044587	3247.49948896011	5.45045842913508	5.39919594145443e-08	284	Glasser
(Intercept)	-0.0609874328826161	0.121571599827942	3985.54527084779	-0.501658553222386	0.615935433051679	285	Glasser
condition2	-0.521053313953521	0.15480119211746	3239.84127879973	-3.36595155906911	0.000771688061017053	285	Glasser
task2	0.300786329235107	0.124124457023728	3893.72335599586	2.42326400813667	0.0154270441447522	285	Glasser
task3	0.363344187279801	0.125909148488987	3704.84003885693	2.88576478866094	0.00392720419893155	285	Glasser
condition2:task2	0.33074729766457	0.159445717501428	3239.84127852642	2.07435673310954	0.0381249826566882	285	Glasser
condition2:task3	1.1882511525362	0.167392373426364	3239.84127943105	7.09859791228133	1.54174598810538e-12	285	Glasser
(Intercept)	-0.249276752726309	0.0943485645433887	3983.22378686681	-2.64208315126694	0.00827200596098001	286	Glasser
condition2	-0.240749465116193	0.118594411063638	3244.59176428764	-2.03002369974253	0.0424355606121471	286	Glasser
task2	0.395390196732813	0.0959990601411886	3856.572526593	4.11868820539807	3.89024557327399e-05	286	Glasser
task3	0.424120628072331	0.0970433794626736	3671.95963937266	4.37042310789952	1.27437992266163e-05	286	Glasser
condition2:task2	0.185186329138853	0.122152618497622	3244.59176517134	1.51602422785934	0.129610639691917	286	Glasser
condition2:task3	0.604615833226424	0.128240614116079	3244.59176209379	4.71469851726652	2.52264445139236e-06	286	Glasser
(Intercept)	0.0687487783893035	0.135654207981086	3988.33490609897	0.506794292727646	0.612327177610541	287	Glasser
condition2	0.295037988372099	0.174842807169628	3217.68785526014	1.68744710261864	0.0916143332180014	287	Glasser
task2	0.048883728691451	0.138858687283188	3921.57510552298	0.352039398095112	0.724827631689178	287	Glasser
task3	-0.360826643286001	0.141347188854328	3727.23218332881	-2.55276844350875	0.0107265687315487	287	Glasser
condition2:task2	-0.143861583981165	0.180088644394754	3217.68785608133	-0.798837619466003	0.424443532468754	287	Glasser
condition2:task3	-0.571796783647688	0.189064128436716	3217.68785304101	-3.02435363268333	0.00251133026529516	287	Glasser
(Intercept)	0.463641927828934	0.0906285861550281	3970.95121015705	5.11584641777192	3.27096359885322e-07	288	Glasser
condition2	0.382457755813853	0.115049903163721	3221.08489683777	3.32427707713581	0.00089639811596592	288	Glasser
task2	-0.321949980087512	0.0924719834736539	3870.44186742596	-3.48159483546969	0.000503948414040432	288	Glasser
task3	-0.785084038954002	0.0937211698912717	3680.27679566042	-8.37680579387558	7.63809743842302e-17	288	Glasser
condition2:task2	-0.0857665780044665	0.118516279275131	3221.08489723636	-0.723669174640244	0.469321411788318	288	Glasser
condition2:task3	-0.888850047727068	0.124425565855208	3221.08489583478	-7.14362873592563	1.1189380455225e-12	288	Glasser
(Intercept)	0.0382235122142513	0.116402804104845	3977.56770297887	0.32837277854426	0.742647107618629	289	Glasser
condition2	-0.321856000000012	0.147074806311585	3223.05958660132	-2.18838296015258	0.0287132594767186	289	Glasser
task2	0.117549826620488	0.118617604866479	3863.24942678725	0.990998146968209	0.321748548766335	289	Glasser
task3	0.243732973748893	0.120074578601737	3672.37309471648	2.02984658857147	0.0424440884890493	289	Glasser
condition2:task2	0.215819015602849	0.151493683558092	3223.05958505018	1.42460735348145	0.154367548904271	289	Glasser
condition2:task3	0.671159236686403	0.159060246859335	3223.05958889825	4.21952844873895	2.51564020020547e-05	289	Glasser
(Intercept)	0.0489855672725711	0.0831493700232125	3963.75638521942	0.589127341059782	0.555809426556967	290	Glasser
condition2	0.0356512441860488	0.105128857957514	3201.8913034398	0.339119485160362	0.734541959005332	290	Glasser
task2	0.0804598963984443	0.0847545599468799	3849.93354009294	0.949328230231774	0.342513286852146	290	Glasser
task3	0.074933721763227	0.0858090889166463	3656.58031705657	0.873260894728954	0.38257823293945	290	Glasser
condition2:task2	-0.00484392438547947	0.108300765635314	3201.89130365571	-0.0447265941017502	0.964328024924421	290	Glasser
condition2:task3	-0.0319297560437567	0.113712325568948	3201.89130262393	-0.280794152120269	0.778886431042423	290	Glasser
(Intercept)	0.123317017117476	0.0597154545267928	3977.51872989514	2.06507709092537	0.0389803614859117	291	Glasser
condition2	-0.135666418604618	0.0754451116171072	3222.04952135455	-1.79821350511271	0.0722367524255989	291	Glasser
task2	0.0989946579785958	0.0608505012837365	3862.82185676198	1.62685032810164	0.103850452596533	291	Glasser
task3	0.17662407186219	0.0615967759191935	3671.69259506323	2.86742397189581	0.00416186198586463	291	Glasser
condition2:task2	0.0855919696684478	0.0777118675316363	3222.04952106812	1.10140152832646	0.270804209909733	291	Glasser
condition2:task3	0.3988951562772	0.0815932951339329	3222.04952202775	4.8888227350351	1.06401236005763e-06	291	Glasser
(Intercept)	0.158311882709839	0.0385691307938087	3975.12535286453	4.10462666519961	4.13097225137195e-05	292	Glasser
condition2	-0.00891363953485567	0.0491138311114415	3211.14080993368	-0.181489395820705	0.855994910363246	292	Glasser
task2	-0.142122129776921	0.0393821401734035	3880.67930248758	-3.60879650397728	0.000311502065526171	292	Glasser
task3	-0.161543426356136	0.0399494411970249	3686.24973064633	-4.0436967706113	5.3691139746073e-05	292	Glasser
condition2:task2	-0.0142574172833275	0.0505915265263716	3211.14081146109	-0.281814332601639	0.778104040129145	292	Glasser
condition2:task3	0.0434055113297265	0.0531162222593269	3211.14080604119	0.817179940203762	0.41388622801998	292	Glasser
(Intercept)	0.266819105843002	0.0437939896940256	3973.15075258887	6.09259644319188	1.216485740273e-09	293	Glasser
condition2	0.139998604651221	0.0552931792941367	3208.01245945889	2.53193262602042	0.0113909206463727	293	Glasser
task2	-0.188475237966312	0.0446195620593435	3854.65108059	-4.224049481159	2.45497065747962e-05	293	Glasser
task3	-0.377539533561331	0.0451575314569588	3661.05663037371	-8.36049981875508	8.76412802061764e-17	293	Glasser
condition2:task2	-0.0408565400205418	0.0569567937113149	3208.01245938852	-0.717325139958244	0.473225724345371	293	Glasser
condition2:task3	-0.324929117471736	0.0597991387425687	3208.01245914178	-5.4336755395514	5.93285348837663e-08	293	Glasser
(Intercept)	0.16219902080019	0.0455517637803226	3980.37052974606	3.56076268709175	0.000374104040877293	294	Glasser
condition2	0.050186372093037	0.0582653955458211	3219.54026824679	0.861340966158367	0.389114422874905	294	Glasser
task2	-0.0355577356953483	0.0465577944128547	3897.633638972	-0.763733251193933	0.445072448575894	294	Glasser
task3	-0.105438172653093	0.0472895258199044	3704.19608186584	-2.22963057516456	0.0258316993957095	294	Glasser
condition2:task2	-0.0243979806036758	0.0600159851749565	3219.54026716449	-0.406524703919325	0.68438412963537	294	Glasser
condition2:task3	-0.0373942991147328	0.0630135672539391	3219.5402701645	-0.593432505797316	0.552933426369281	294	Glasser
(Intercept)	0.00263107564276945	0.0783221903127682	3982.94765185937	0.0335929783406546	0.973203404857315	295	Glasser
condition2	-0.0562708372094592	0.0973546539212605	3252.48361262219	-0.577998430922168	0.563305192115082	295	Glasser
task2	0.444236934216377	0.0794036318793089	3822.36702083704	5.59466769595128	2.36540749504274e-08	295	Glasser
task3	1.25338405334545	0.0800468656155873	3645.16320470805	15.6581278193282	1.5634270755082e-53	295	Glasser
condition2:task2	0.0709819455664038	0.100275601461779	3252.48361302781	0.707868559566402	0.479077606831401	295	Glasser
condition2:task3	0.584000512406315	0.10527326282873	3252.4836114506	5.54747232786382	3.13023620310351e-08	295	Glasser
(Intercept)	-0.166638337293896	0.061709823093567	3982.96188710587	-2.70035350840712	0.00695587490782307	296	Glasser
condition2	-0.0532812093023361	0.0764446173823895	3247.87624296786	-0.69699098676646	0.485858317456425	296	Glasser
task2	0.229314923542427	0.0624847780071988	3809.51441891748	3.66993259567966	0.000245936640236048	296	Glasser
task3	1.13962813452834	0.0629411477276903	3633.25650974213	18.1062496581545	3.1881065954941e-70	296	Glasser
condition2:task2	0.097669714259843	0.0787381976904201	3247.87624147785	1.24043624472911	0.214903681739171	296	Glasser
condition2:task3	0.491918374656669	0.0826624508782787	3247.87624536077	5.95092898202383	2.95018989860439e-09	296	Glasser
(Intercept)	-0.0290281366574283	0.111691905534377	3983.11502402524	-0.259894721274086	0.79495841579321	297	Glasser
condition2	-0.118261709302334	0.139732894188878	3253.76428786191	-0.846341228304324	0.397424653224157	297	Glasser
task2	0.246277207688961	0.113480438448711	3843.84470072033	2.17021727317585	0.0300514309976231	297	Glasser
task3	1.21788947088023	0.114578413017638	3663.59436712022	10.6293099965763	5.18990437790161e-26	297	Glasser
condition2:task2	0.164380749670603	0.143925322975494	3253.76428875581	1.14212527908374	0.253485988304734	297	Glasser
condition2:task3	0.875760136467687	0.151098453985182	3253.76428589957	5.79595696295855	7.44186007785819e-09	297	Glasser
(Intercept)	0.0352808567671694	0.0830591724987171	3985.7593298709	0.424767737334662	0.671028926724621	298	Glasser
condition2	-0.0926606744186139	0.105659813716809	3253.48365855848	-0.876971775352214	0.380566717335423	298	Glasser
task2	0.136321532878282	0.0847837308960091	3893.49660781826	1.60787372102657	0.107943918934143	298	Glasser
task3	-0.233749891793308	0.0859797151386492	3708.42163394661	-2.71866325000458	0.00658513453540292	298	Glasser
condition2:task2	-0.0226733567428593	0.10882994231957	3253.48365785039	-0.208337487456171	0.834978503952954	298	Glasser
condition2:task3	0.0725188693005043	0.11425394567003	3253.48366009241	0.634716541955951	0.525657932551494	298	Glasser
(Intercept)	0.329826591518609	0.0743065269093079	3981.78475424716	4.43872974874962	9.29414914420173e-06	299	Glasser
condition2	0.13140744186039	0.0924611866275387	3222.32660754035	1.42121734160452	0.155350349977543	299	Glasser
task2	-0.365242927382242	0.0753605202642811	3817.35592415295	-4.8466083580816	1.30585585919827e-06	299	Glasser
task3	-0.350418769799004	0.0759900624319568	3631.93908425779	-4.61137625874142	4.13793969536784e-06	299	Glasser
condition2:task2	-0.0589336939850323	0.0952353146717054	3222.32660832865	-0.618821853932947	0.536077466004721	299	Glasser
condition2:task3	-0.230525855246214	0.0999817718952567	3222.32660599102	-2.30567883401504	0.0211917926541394	299	Glasser
(Intercept)	0.855675273628085	0.079039011276414	3986.34289232897	10.825986557899	6.12314309321523e-27	300	Glasser
condition2	0.177003604651149	0.10125475658371	3212.96989664071	1.74810162626598	0.0805419426387194	300	Glasser
task2	-0.982623845652731	0.0808082641755885	3905.63763087028	-12.1599424969405	2.02646053205975e-33	300	Glasser
task3	-1.02826525413493	0.0821107085441036	3709.22705461776	-12.5229129350726	2.86371837890391e-35	300	Glasser
condition2:task2	-0.113136256209223	0.10429271953973	3212.96989699483	-1.08479534054268	0.278093698693562	300	Glasser
condition2:task3	-0.34673972079288	0.109490591082756	3212.96989618302	-3.16684490753004	0.00155546392508839	300	Glasser
(Intercept)	0.297918285417821	0.0469046920026907	3984.66327640411	6.35156681981263	2.37063186931566e-10	301	Glasser
condition2	0.114091511627841	0.0595689775303235	3232.33626023498	1.91528403471023	0.0555444424123501	301	Glasser
task2	-0.360147872338166	0.0478592034466517	3884.98658537783	-7.52515391819299	6.50640474066313e-14	301	Glasser
task3	-0.532040356718642	0.048512230122815	3694.36409557002	-10.9671387065017	1.45656603617963e-27	301	Glasser
condition2:task2	-0.107456877066932	0.0613562352668577	3232.3362603254	-1.75136034014421	0.0799787011373027	301	Glasser
condition2:task3	-0.301276385643586	0.0644141843805474	3232.33626009976	-4.67717457794233	3.02774083709046e-06	301	Glasser
(Intercept)	0.150596260900189	0.0366294717274938	3984.76282519208	4.11134132702091	4.01293375067916e-05	302	Glasser
condition2	0.0446318488371944	0.0466731285579188	3210.85357481043	0.956264347735094	0.339010688374928	302	Glasser
task2	-0.194446589882072	0.037404605493206	3890.51617033854	-5.19846653421837	2.11267789350984e-07	302	Glasser
task3	-0.357720936166724	0.0379495767747335	3693.61375419515	-9.42621674782132	7.27931134049892e-21	302	Glasser
condition2:task2	-0.0319977914717549	0.0480734700370206	3210.85357431381	-0.665601868288556	0.505713422237998	302	Glasser
condition2:task3	-0.204480000411997	0.0504694160146759	3210.85357602558	-4.05156264048184	5.20816128192477e-05	302	Glasser
(Intercept)	0.738479864187993	0.0427152977909697	3983.86096706242	17.2884166183693	1.24392657331774e-64	303	Glasser
condition2	0.0011673953486759	0.0541488573457052	3221.13194310323	0.0215590024591441	0.982801072538452	303	Glasser
task2	-0.904885045487803	0.0435643424855046	3877.44897225144	-20.7712315591333	5.95300900361408e-91	303	Glasser
task3	-0.955926694382359	0.0441366720852113	3684.10126995864	-21.6583319317058	5.16714104467365e-98	303	Glasser
condition2:task2	-0.0282674654619826	0.0557734943334115	3221.1319432074	-0.506826151020786	0.612311497046271	303	Glasser
condition2:task3	-0.10646684416757	0.0585532037928074	3221.13194228479	-1.81829237806195	0.0691122927966436	303	Glasser
(Intercept)	0.521787680523281	0.0440033117268606	3983.08912571568	11.8579184167352	6.69669542828838e-32	304	Glasser
condition2	0.0707839651163943	0.054112013851216	3222.89280360351	1.30810073546734	0.19093243155055	304	Glasser
task2	-0.555677122149071	0.0444284679261172	3775.63289260737	-12.5072312435608	3.36623479912217e-35	304	Glasser
task3	-0.668785099222935	0.0446802644556047	3598.61143184056	-14.9682439746402	3.47462961886505e-49	304	Glasser
condition2:task2	-0.0382967760229148	0.0557355454175552	3222.89280406825	-0.687115838483431	0.492059172407169	304	Glasser
condition2:task3	-0.18827515999829	0.058513363531221	3222.89280282077	-3.21764377632866	0.00130528681154605	304	Glasser
(Intercept)	0.22457905241635	0.0511621421405404	3982.21429826103	4.38955530437801	1.16528191266676e-05	305	Glasser
condition2	0.0370959883721267	0.0637926884151993	3233.48350597803	0.581508465839922	0.560938348217728	305	Glasser
task2	-0.297587199907959	0.0519242446360675	3827.47765670259	-5.73118014510797	1.07425633495625e-08	305	Glasser
task3	-0.401179804144423	0.0523837009275725	3643.716077381	-7.65848531204596	2.39518561502083e-14	305	Glasser
condition2:task2	0.00441015397914649	0.0657066708374483	3233.48350742446	0.0671188164449355	0.946491263958327	305	Glasser
condition2:task3	-0.170111628135906	0.0689814424230413	3233.4835028106	-2.46604915989818	0.0137127899003437	305	Glasser
(Intercept)	0.11436033897498	0.0413186087065113	3984.36489944217	2.76776838705506	0.00567022868017336	306	Glasser
condition2	-0.044997093023275	0.0524393161973074	3228.14238264457	-0.858079324565744	0.390912366756485	306	Glasser
task2	-0.176351652996741	0.0421523494785501	3882.24236461731	-4.18367315649819	2.93179971558773e-05	306	Glasser
task3	-0.183094794343834	0.042719642039344	3690.58579802206	-4.28596274695391	1.86596256534118e-05	306	Glasser
condition2:task2	0.0506911510969304	0.0540126615434567	3228.14238250425	0.938504966213266	0.34805517794453	306	Glasser
condition2:task3	-0.0156378105200307	0.0567046124067463	3228.14238281153	-0.275776693575816	0.782737237314007	306	Glasser
(Intercept)	1.3068042847425	0.08907537688148	3984.53546419057	14.6707690777585	1.68487243581762e-47	307	Glasser
condition2	0.537783476744249	0.113333394311567	3215.4060331515	4.74514577112036	2.17438702050639e-06	307	Glasser
task2	-1.21178096757784	0.0909287780977728	3887.13368524367	-13.3267046245232	1.18569427773001e-39	307	Glasser
task3	-1.42761004045147	0.0922160276593107	3691.63285615619	-15.4811487404958	1.99886888251332e-52	307	Glasser
condition2:task2	-0.331545859888727	0.116733754602927	3215.40603301244	-2.84018843578268	0.00453703254215707	307	Glasser
condition2:task3	-0.622812949185194	0.12255167807677	3215.40603294389	-5.08204342004232	3.94716390380495e-07	307	Glasser
(Intercept)	0.0323523417290958	0.0537435389368271	3984.03732065345	0.601976393239091	0.547224106434819	308	Glasser
condition2	0.0242437906976589	0.0679828244997476	3238.89803167963	0.35661640827749	0.72140222167377	308	Glasser
task2	0.115203122190564	0.0547810075251101	3874.62154611772	2.10297560039869	0.0355322354352997	308	Glasser
task3	0.194254162907198	0.055468626671703	3686.55387944526	3.50205466699063	0.000467164174366305	308	Glasser
condition2:task2	0.0218035485374688	0.0700225242575078	3238.89803227267	0.311379070787083	0.755532502343308	308	Glasser
condition2:task3	0.17515159316061	0.0735123947663526	3238.89803071132	2.3826130779347	0.0172476157232995	308	Glasser
(Intercept)	0.120506106350047	0.0518874740001906	3984.91867613113	2.32245081634932	0.0202588028186559	309	Glasser
condition2	-0.0524233372092973	0.0659433416506427	3235.02373755939	-0.794975442509841	0.426686106407822	309	Glasser
task2	-0.00216451729031986	0.0529525475664912	3887.48968711502	-0.040876546829063	0.967396413836425	309	Glasser
task3	0.128964567591586	0.0536854030235323	3697.50004659637	2.40222779989294	0.0163445748842398	309	Glasser
condition2:task2	0.0501552578891842	0.0679218504722527	3235.02373867121	0.73842596366943	0.4603092072234	309	Glasser
condition2:task3	0.23792104390221	0.0713070249626434	3235.0237348688	3.33657229462109	0.00085776226810799	309	Glasser
(Intercept)	0.278518037052601	0.0563736712044241	3992.60950887991	4.94056943786097	8.10863595188899e-07	310	Glasser
condition2	0.125352593023246	0.0736508243575752	3216.65622257519	1.70198492843283	0.0888548225755258	310	Glasser
task2	-0.294295768918467	0.0578327172126458	3950.11488050803	-5.08874185932449	3.7721622646282e-07	310	Glasser
task3	-0.420929050307715	0.0591125929659258	3760.27161972723	-7.12080166319808	1.27957046294954e-12	310	Glasser
condition2:task2	-0.0638538578957677	0.075860582038378	3216.65622337053	-0.841726443167335	0.400003665686153	310	Glasser
condition2:task3	-0.268062713101985	0.0796414170032237	3216.65622130062	-3.36587071386657	0.000771977759530607	310	Glasser
(Intercept)	0.0761282499046892	0.0533745135049173	3985.35354671166	1.42630339661411	0.153859111815106	311	Glasser
condition2	-0.0907103488371263	0.0681039151739183	3217.52840196518	-1.33194029455542	0.182974147653064	311	Glasser
task2	0.172056466264741	0.0545214361127692	3895.56310612685	3.15575814820558	0.00161302176774582	311	Glasser
task3	0.392546275317435	0.0553372790969071	3700.41241272661	7.09370395009853	1.55732116977873e-12	311	Glasser
condition2:task2	0.116085704361204	0.0701472480349013	3217.52840311719	1.65488608054084	0.0980451384899925	311	Glasser
condition2:task3	0.554084949230823	0.0736433346840105	3217.5284008359	7.52389814513826	6.85934933406827e-14	311	Glasser
(Intercept)	0.168015588940947	0.0560514487399607	3990.20746286652	2.99752446578895	0.00273859308390514	312	Glasser
