effect	estimate	se	df	t_value	p_value	roi	atlas
condition2:task2	0.0074578977482741	0.135828348022126	792.511043505773	0.0549067838700301	0.956226565649003	2	GSS
condition2:task3	-1.18265021495014	0.158181020506176	792.511043489581	-7.47656205002146	2.02358057464542e-13	2	GSS
(Intercept)	0.929275116279077	0.0984724868887025	400.637992810059	9.43690106384111	3.18804063992645e-19	17	GSS
condition2	1.24641910465116	0.112839866751309	765.607343017618	11.0459108162382	2.01044332884261e-26	17	GSS
task2	-0.763556401128339	0.0937036556069491	768.655097121668	-8.1486298072635	1.48895122269033e-15	17	GSS
task3	-0.855288121159969	0.107842885969042	766.632021026348	-7.93087196688607	7.69315980466788e-15	17	GSS
condition2:task2	-0.620368902970493	0.131657799227991	765.607343058265	-4.71197989491077	2.91357171799801e-06	17	GSS
condition2:task3	-1.39431828560354	0.152189467939663	765.607343000363	-9.16172652733328	4.59508988614035e-19	17	GSS
(Intercept)	0.565421720930248	0.0870059507308858	314.888734550383	6.49865573768774	3.16762785331164e-10	22	GSS
condition2	0.57369969767442	0.0928312547216259	791.074480099342	6.1800273991209	1.02541967501028e-09	22	GSS
task2	0.201800725052335	0.0767203333902384	793.685783914654	2.63034212880534	0.00869520840945136	22	GSS
task3	0.0366118772741996	0.0887206743962859	791.756120443441	0.412664551113154	0.679964118031089	22	GSS
condition2:task2	0.297920778325578	0.107620214879405	791.074480101608	2.76826039289568	0.00576742222176229	22	GSS
condition2:task3	-0.457053059579182	0.125203438031281	791.074480226073	-3.65048329954797	0.000278951124161871	22	GSS
(Intercept)	0.279771186046508	0.0289372032687872	434.840742535446	9.66821788020823	3.70193300375632e-20	24	GSS
condition2	0.289951244186051	0.0337696884371976	778.207250784207	8.58613915628155	4.86434256431818e-17	24	GSS
task2	-0.155578548048838	0.0279663361413415	781.92886290766	-5.56306508162334	3.64142094840487e-08	24	GSS
task3	-0.282713506597172	0.0322719584102138	779.304775788412	-8.76034552981129	1.20196869192671e-17	24	GSS
condition2:task2	0.00661732138771916	0.0392725508392052	778.207250735229	0.168497366387344	0.866235797808246	24	GSS
condition2:task3	-0.314077120376528	0.0455458789850589	778.207250938902	-6.89584057603893	1.10838578555092e-11	24	GSS
(Intercept)	0.723178860465107	0.084665304527904	376.947660764186	8.54162002366343	3.31255286519623e-16	1	GSS
condition2	1.03092825581396	0.0955530008689228	782.573485858163	10.7890725193253	2.14061189005999e-25	1	GSS
task2	-0.25482057095875	0.0790494410132414	785.902474764448	-3.22355942929521	0.00131833337158409	1	GSS
task3	-0.980554302761934	0.0913181922588308	783.496875476636	-10.7377761047072	3.46202744628888e-25	1	GSS
condition2:task2	-0.0553356647208473	0.110947615017685	782.573485926863	-0.498754882761805	0.618092233186372	1	GSS
condition2:task3	-1.23916928438539	0.128874313493558	782.573485812048	-9.61533179726567	9.1693620639494e-21	1	GSS
(Intercept)	0.363133918604653	0.0338798666522983	294.735799991998	10.718280633493	7.47604795852228e-23	25	GSS
condition2	0.243772953488366	0.035650804474531	753.442490087594	6.83779670841699	1.66296414968045e-11	25	GSS
task2	-0.0630791072419888	0.0296929381534056	755.248131510852	-2.12438078428268	0.033962574236647	25	GSS
task3	-0.155483457514388	0.0340768296418487	754.143944404937	-4.56273248270267	5.89259178956145e-06	25	GSS
condition2:task2	0.0686163309943938	0.0417386984176263	753.442490107164	1.64394994563168	0.100603710211867	25	GSS
condition2:task3	-0.194603772535985	0.0480829791881768	753.442490101605	-4.04724864851628	5.7175739974234e-05	25	GSS
(Intercept)	-0.0537972209302171	0.0969075759757649	257.733882285465	-0.555139475820456	0.579280747634722	19	GSS
condition2	0.036851976744186	0.0957884175393457	776.212012012415	0.384722680370503	0.700548273637745	19	GSS
task2	0.272652024675053	0.0794703685542252	777.809331098195	3.43086397654006	0.000633403591733508	19	GSS
task3	1.65584264844391	0.0915575238708108	776.713236048426	18.0852711873284	2.79391189691363e-61	19	GSS
condition2:task2	0.267203765994403	0.111577943760377	776.212011971302	2.39477227298834	0.0168668580891481	19	GSS
condition2:task3	0.29288382325581	0.12919182483815	776.212011933096	2.26704610467986	0.0236616914595005	19	GSS
(Intercept)	-0.0261851279069791	0.115209141795735	268.261980205832	-0.227283421253196	0.820376478710365	18	GSS
condition2	-0.016317302325583	0.116999038356798	764.668168850395	-0.139465268730005	0.889119222680105	18	GSS
task2	-0.448007099255016	0.0972318325175622	766.377930343097	-4.60761756366256	4.76928996925104e-06	18	GSS
task3	1.08317429949094	0.111832778367581	765.256132805459	9.68566028048299	5.25280848740427e-21	18	GSS
condition2:task2	0.290292804435288	0.136587004425692	764.668168884756	2.12533253552111	0.0338788672264623	18	GSS
condition2:task3	0.269437673754154	0.157799028921369	764.668168893014	1.70747358583818	0.0881399848920561	18	GSS
(Intercept)	0.235376465116275	0.0507805316851013	362.651325214083	4.63517134038461	4.98291462962591e-06	26	GSS
condition2	0.172456383720935	0.0566420986831028	760.29348235847	3.04466797188752	0.00240973762431252	26	GSS
task2	0.040409800212374	0.0471003397702389	762.774112608793	0.857951352569809	0.391188822113162	26	GSS
task3	0.226652479861791	0.0541367951982526	761.186975332527	4.18666230669499	3.16175100263796e-05	26	GSS
condition2:task2	0.0873951311726816	0.0661999896244659	760.293482307198	1.32016835151259	0.187176123768422	26	GSS
condition2:task3	-0.0180953361018886	0.0763943729264222	760.293482456877	-0.236867394923403	0.812823470185631	26	GSS
(Intercept)	0.333444860465117	0.116914033095978	561.828084837098	2.85205164542892	0.00450363749619267	21	GSS
condition2	0.971001558139534	0.144760517493195	787.169518197769	6.70764083297216	3.77728635436848e-11	21	GSS
task2	-0.225195917819034	0.119576486797375	793.141810952584	-1.88327926208965	0.0600282147341725	21	GSS
task3	-1.19879674709673	0.138317061783586	788.76795691697	-8.6670200453823	2.49609440512212e-17	21	GSS
condition2:task2	0.0409390523022313	0.167908567672272	787.169518223185	0.243817530396288	0.807435672140966	21	GSS
condition2:task3	-1.7799867200443	0.195241511446609	787.169518239443	-9.11684562804182	6.32099914127755e-19	21	GSS
(Intercept)	-0.0383792209302351	0.0984004155628902	237.584031630499	-0.390031085851522	0.69686299694809	16	GSS
condition2	0.0189117674418634	0.0948351624104395	778.348416776449	0.199417251588759	0.841988449872643	16	GSS
task2	0.0205908805144013	0.078618766004911	779.888022221971	0.261907958630578	0.79346156144797	16	GSS
task3	1.28342082415776	0.0906464021838334	778.81129413348	14.1585412464021	1.15653346262877e-40	16	GSS
condition2:task2	0.295034022681593	0.110347933495176	778.348416724865	2.6736705739441	0.00765986406811327	16	GSS
condition2:task3	0.274602242081944	0.127906149880746	778.34841685852	2.14690413508632	0.0321092587052394	16	GSS
(Intercept)	0.311547883720934	0.0826025330413769	426.608343898996	3.77165048394913	0.000185063482530286	20	GSS
condition2	0.443231488372093	0.0959391534985519	759.444540676525	4.61992285953183	4.50865048338898e-06	20	GSS
task2	-0.1114626295739	0.0798064865404083	762.409228626158	-1.39666127912376	0.162921881427392	20	GSS
task3	-0.851802370196693	0.0916905398972275	760.53805534168	-9.28997005745027	1.58786755529543e-19	20	GSS
condition2:task2	-0.0458683387994433	0.112192271921911	759.44454065302	-0.408836883447455	0.682774631393398	20	GSS
condition2:task3	-0.977964497895904	0.129395125551731	759.444540575291	-7.55797016097736	1.18067021463182e-13	20	GSS
(Intercept)	0.31530193023255	0.0524201426025473	298.299158507488	6.01490027646792	5.25915516627587e-09	27	GSS
condition2	0.186394941860467	0.0552731497232317	754.113766751259	3.37225113448029	0.000783586945326894	27	GSS
task2	0.202847554119062	0.0460351709945475	755.914904581501	4.40636039221159	1.20319679798511e-05	27	GSS
task3	0.27896798814889	0.052832390112984	754.811453640357	5.28024546215506	1.6886030020611e-07	27	GSS
condition2:task2	0.0634043469326369	0.0647118448207367	754.113766746469	0.979795076284383	0.327501501098569	27	GSS
condition2:task3	0.0251470962347715	0.0745480430800879	754.113766800934	0.337327382393602	0.73596398632435	27	GSS
(Intercept)	1.0610462906977	0.114406399153594	337.522591291095	9.2743613866669	2.19245038182406e-18	8	GSS
condition2	0.635714383720912	0.125141658069772	756.228485278846	5.07995813325784	4.7599877058109e-07	8	GSS
task2	-0.455525291908189	0.104173737578669	758.408423165624	-4.3727459770193	1.39831529362064e-05	8	GSS
task3	-0.441844106673071	0.119611797202568	757.055418507587	-3.69398434775448	0.000236653279921857	8	GSS
condition2:task2	-0.083323705609325	0.146426366566692	756.228485293794	-0.569048509247642	0.569492183945172	8	GSS
condition2:task3	-0.509167202768531	0.168781148959527	756.228485254774	-3.01673028005412	0.00264083085126764	8	GSS
(Intercept)	0.795652779069769	0.0902108938381436	512.736626961816	8.81991902771	1.79642258493416e-17	6	GSS
condition2	0.846833418604663	0.109688308292152	759.96624273926	7.72036173945854	3.65772536235237e-14	6	GSS
task2	-0.4407238875968	0.091175442014273	764.035809965882	-4.83380039471383	1.61963788807565e-06	6	GSS
task3	-0.910499497429156	0.104819722647419	761.431418443671	-8.68633759404035	2.26710070537223e-17	6	GSS
condition2:task2	-0.334421078179133	0.128197313300325	759.966242739636	-2.60864342293735	0.0092688221914494	6	GSS
condition2:task3	-0.934814580509426	0.147938895700536	759.966242735707	-6.31892360749884	4.48434200022462e-10	6	GSS
(Intercept)	0.0656972261904771	0.0385979955746637	346.482418430032	1.70208906479076	0.0896356449503752	11	GSS
condition2	0.290085023809523	0.0427837867307089	727.061618352378	6.78025593282301	2.48388638312853e-11	11	GSS
task2	-0.0886738800418468	0.0357225646234562	728.968636428618	-2.48229322212833	0.0132780692561806	11	GSS
task3	-0.200177597362128	0.0408567778366562	727.961158485411	-4.89949545611331	1.18490032155077e-06	11	GSS
condition2:task2	-0.0453691097823739	0.0502612173896282	727.06161833175	-0.902666352680431	0.367001946788423	11	GSS
condition2:task3	-0.42214799468331	0.0576476239300604	727.061618327485	-7.3229036325152	6.45263172714753e-13	11	GSS
(Intercept)	0.226802127906979	0.0298025653197417	648.914809001562	7.61015454453987	9.67579766909316e-14	23	GSS
condition2	0.196611174418605	0.0384925519875607	732.111801616077	5.10777187446917	4.1618611700068e-07	23	GSS
task2	-0.153665637825385	0.0321785214246081	736.989239614336	-4.77541015007208	2.16400433036487e-06	23	GSS
task3	-0.143767790066225	0.0367772423583873	734.602858737819	-3.90915090003854	0.00010118779185481	23	GSS
condition2:task2	-0.0944890708150021	0.0453393798972963	732.11180155423	-2.08403976915963	0.0375027308312079	23	GSS
condition2:task3	-0.19786627918051	0.0519157029805579	732.111801741255	-3.8112992374313	0.00014985972827379	23	GSS
(Intercept)	0.887276174418598	0.0961570075420057	555.646726262325	9.22736883248989	5.76107934389871e-19	7	GSS
condition2	0.726155779069774	0.118734982718954	755.908588349919	6.11576944251206	1.54028856553556e-09	7	GSS
task2	-0.453781515686196	0.0988740775505924	759.91703386981	-4.58948924660261	5.19736493398317e-06	7	GSS
task3	-0.478258409233349	0.113462457766737	757.499207037436	-4.21512470862022	2.79770581632476e-05	7	GSS
condition2:task2	-0.209036450065443	0.139092058500286	755.908588386782	-1.50286401912021	0.133291750317604	7	GSS
condition2:task3	-0.621514950498345	0.160140333076147	755.908588394599	-3.88106442992607	0.00011308054037646	7	GSS
(Intercept)	0.17966038372093	0.0441806185693077	564.793233076843	4.06649769828575	5.45063579559517e-05	14	GSS
condition2	0.305382139534883	0.0548061224342593	756.908926848231	5.57204425292435	3.50122450382732e-08	14	GSS
task2	-0.351840573383954	0.0456109917405312	761.16842828898	-7.71394262561713	3.82594005334481e-14	14	GSS
task3	-0.543661549726661	0.0523711076794974	758.558057447134	-10.3809442613622	1.07067968251069e-23	14	GSS
condition2:task2	-0.00200810505212374	0.0641650658222109	756.908926899944	-0.0312959244472345	0.975041790843853	14	GSS
condition2:task3	-0.529300025249169	0.0739181536919813	756.908926821564	-7.16062291618882	1.90457882770145e-12	14	GSS
(Intercept)	-0.0760292906976728	0.0485720243845	392.1192481585	-1.56528972512693	0.118321624858487	15	GSS
condition2	0.141886116279068	0.055346567112445	758.083868301821	2.56359379960829	0.0105512225082745	15	GSS
task2	-0.261064323107895	0.0460437724053212	760.797098662357	-5.66991602707435	2.02893851637853e-08	15	GSS
task3	-0.353439300049216	0.052897271213983	759.085032515027	-6.68161687621775	4.57254923340463e-11	15	GSS
condition2:task2	0.119004537567086	0.0647228673694461	758.083868285228	1.83867838993896	0.0663535106183236	15	GSS
condition2:task3	-0.328299782945735	0.0746470626351758	758.083868316989	-4.39802681252498	1.24864825848045e-05	15	GSS
(Intercept)	-0.0798662209302319	0.0353901299256792	573.306967381944	-2.2567371495373	0.0244002147041406	13	GSS
condition2	0.0994443372093018	0.0441784341867466	738.920613474288	2.25097016315564	0.0246805789795499	13	GSS
task2	-0.0876527577008981	0.0369243089042498	742.472634928017	-2.37384964815983	0.0178571602959558	13	GSS
task3	-0.0771483550786497	0.0422164310651007	740.684360824805	-1.82744853442683	0.0680345542625464	13	GSS
condition2:task2	0.112494416153927	0.0520040452282426	738.920613513508	2.16318587641011	0.0308468579392036	13	GSS
condition2:task3	-0.138626565780731	0.059584370195212	738.920613726187	-2.32655921891191	0.0202582458002611	13	GSS
(Intercept)	-0.0234771627906971	0.0336304700472978	457.745842081439	-0.698092020649099	0.485474113253015	12	GSS
condition2	0.350850581395349	0.0397389463640784	735.469304833175	8.82888484714574	7.65886821667995e-18	12	GSS
task2	0.1521605003565	0.0332597428473127	737.816133207764	4.574915117505	5.58754339664944e-06	12	GSS
task3	0.0126551658409947	0.0379813557846471	736.713979124801	0.333194157490033	0.739082528836544	12	GSS
condition2:task2	-0.0894534999473856	0.0468370354891979	735.469304792895	-1.90988816890463	0.0565363375400103	12	GSS
condition2:task3	-0.432373857585826	0.0535967409192438	735.469304784797	-8.06716696146319	2.92373884309415e-15	12	GSS
