contrast	estimate	se	df	z_ratio	p_value	roi	atlas
Alice critical vs. baseline	0.186394941860467	0.0552731497232317	755.074652595888	3.37225113448029	0.000783537822445088	19	NA
Lang critical vs. baseline	0.249799288793104	0.033652663784258	755.074652596013	7.42286822804067	3.09594470381112e-13	19	NA
MD critical vs. baseline	0.211542038095238	0.0500228912273555	755.074652595972	4.22890466554149	2.63642969888294e-05	19	NA
Alice critical vs. baseline	0.635714383720912	0.125141658069772	757.103539866946	5.07995813325784	4.75874032586259e-07	20	NA
Lang critical vs. baseline	0.552390678111587	0.076027930666772	757.103539866946	7.26562821409276	9.25174754433528e-13	20	NA
MD critical vs. baseline	0.126547180952381	0.113254764401531	757.103539866904	1.11736739395549	0.264191718861779	20	NA
Alice critical vs. baseline	0.846833418604663	0.109688308292152	761.322643949517	7.72036173945855	3.65061218924563e-14	21	NA
Lang critical vs. baseline	0.51241234042553	0.0663553024364115	761.322643949602	7.72225160026324	3.60075301520466e-14	21	NA
MD critical vs. baseline	-0.0879811619047635	0.0992692897380653	761.322643949602	-0.886287815062574	0.375742317058351	21	NA
Alice critical vs. baseline	0.290085023809523	0.0427837867307089	727.103253295991	6.78025593282301	2.48378697187761e-11	22	NA
Lang critical vs. baseline	0.24471591402715	0.0263768376889399	727.103253295952	9.27768206761805	1.94457467762862e-19	22	NA
MD critical vs. baseline	-0.132062970873786	0.0386367200699399	727.103253295914	-3.4180688897693	0.000665801037656467	22	NA
Alice critical vs. baseline	0.196611174418605	0.0384925519875608	735.636992584456	5.10777187446917	4.15710170924953e-07	23	NA
Lang critical vs. baseline	0.102122103603603	0.0239579383703249	735.636992584456	4.26255807261342	2.28401463725099e-05	23	NA
MD critical vs. baseline	-0.0012551047619051	0.0348362405757343	735.636992584456	-0.0360287086425555	0.971269241631774	23	NA
Alice critical vs. baseline	0.726155779069774	0.118734982718954	753.372929861174	6.11576944251205	1.54265966249904e-09	24	NA
Lang critical vs. baseline	0.51711932900433	0.0724472540306173	753.372929861133	7.13787342147969	2.232933733803e-12	24	NA
MD critical vs. baseline	0.104640828571428	0.10745664314722	753.372929861133	0.973795807375691	0.330470493789033	24	NA
Alice critical vs. baseline	0.305382139534883	0.0548061224342593	755.402932066262	5.57204425292435	3.50346700571968e-08	25	NA
Lang critical vs. baseline	0.303374034482759	0.0333683175435867	755.402932066304	9.09167907811001	8.45882949753416e-19	25	NA
MD critical vs. baseline	-0.223917885714286	0.0496002256945707	755.402932066346	-4.514452960217	7.3614671213159e-06	25	NA
Alice critical vs. baseline	0.141886116279068	0.055346567112445	759.154242023377	2.56359379960829	0.0105509511493288	26	NA
Lang critical vs. baseline	0.260890653846154	0.0335530485856432	759.154242023293	7.77546794832184	2.44970441585017e-14	26	NA
MD critical vs. baseline	-0.186413666666666	0.0500893348820633	759.154242023293	-3.72162391665976	0.000212564080935112	26	NA
Alice critical vs. baseline	0.0994443372093018	0.0441784341867466	737.383249261805	2.25097016315564	0.0246811911971504	27	NA
Lang critical vs. baseline	0.211938753363229	0.0274351357370143	737.383249261805	7.72508492011178	3.65449232442522e-14	27	NA
MD critical vs. baseline	-0.0391822285714287	0.0399820350203358	737.383249261805	-0.979995854425612	0.327409577082441	27	NA
Alice critical vs. baseline	0.350850581395349	0.0397389463640784	733.186432063172	8.82888484714574	7.7031603202508e-18	28	NA
Lang critical vs. baseline	0.261397081447964	0.0247895953030557	733.18643206325	10.5446288352978	2.66469634167586e-24	28	NA
MD critical vs. baseline	-0.0815232761904763	0.0359642430622061	733.18643206329	-2.26678693193872	0.0236937325982549	28	NA
