Atlas	ROI_Atlas	ROI_GcSS	ROI_TotalVoxelN	ROI_OverlappingVoxels	OverlapPercentage
MMP_in_MNI_corr_2mm.nii	305	1	139	0	0
MMP_in_MNI_corr_2mm.nii	306	1	288	0	0
MMP_in_MNI_corr_2mm.nii	307	1	177	38	21.46
MMP_in_MNI_corr_2mm.nii	308	1	158	0	0
MMP_in_MNI_corr_2mm.nii	309	1	171	0	0
MMP_in_MNI_corr_2mm.nii	310	1	145	0	0
MMP_in_MNI_corr_2mm.nii	311	1	120	0	0
MMP_in_MNI_corr_2mm.nii	312	1	186	0	0
MMP_in_MNI_corr_2mm.nii	313	1	103	0	0
MMP_in_MNI_corr_2mm.nii	314	1	36	0	0
MMP_in_MNI_corr_2mm.nii	315	1	57	0	0
MMP_in_MNI_corr_2mm.nii	316	1	176	0	0
MMP_in_MNI_corr_2mm.nii	317	1	192	0	0
MMP_in_MNI_corr_2mm.nii	318	1	178	0	0
MMP_in_MNI_corr_2mm.nii	319	1	93	0	0
MMP_in_MNI_corr_2mm.nii	320	1	151	0	0
MMP_in_MNI_corr_2mm.nii	321	1	70	0	0
MMP_in_MNI_corr_2mm.nii	322	1	378	0	0
MMP_in_MNI_corr_2mm.nii	323	1	213	182	85.44
MMP_in_MNI_corr_2mm.nii	324	1	152	5	3.28
MMP_in_MNI_corr_2mm.nii	325	1	363	270	74.38
MMP_in_MNI_corr_2mm.nii	326	1	148	0	0
MMP_in_MNI_corr_2mm.nii	327	1	61	0	0
MMP_in_MNI_corr_2mm.nii	328	1	220	187	85.00
MMP_in_MNI_corr_2mm.nii	329	1	180	171	95.00
MMP_in_MNI_corr_2mm.nii	330	1	241	217	90.04
MMP_in_MNI_corr_2mm.nii	331	1	871	181	20.78
MMP_in_MNI_corr_2mm.nii	332	1	431	123	28.53
MMP_in_MNI_corr_2mm.nii	333	1	510	111	21.76
MMP_in_MNI_corr_2mm.nii	334	1	562	2	.35
MMP_in_MNI_corr_2mm.nii	335	1	337	0	0
MMP_in_MNI_corr_2mm.nii	336	1	244	0	0
MMP_in_MNI_corr_2mm.nii	337	1	409	143	34.96
MMP_in_MNI_corr_2mm.nii	338	1	286	0	0
MMP_in_MNI_corr_2mm.nii	339	1	306	302	98.69
MMP_in_MNI_corr_2mm.nii	340	1	233	157	67.38
MMP_in_MNI_corr_2mm.nii	341	1	116	52	44.82
MMP_in_MNI_corr_2mm.nii	342	1	182	0	0
MMP_in_MNI_corr_2mm.nii	343	1	364	5	1.37
MMP_in_MNI_corr_2mm.nii	344	1	151	0	0
MMP_in_MNI_corr_2mm.nii	345	1	147	0	0
MMP_in_MNI_corr_2mm.nii	346	1	120	0	0
MMP_in_MNI_corr_2mm.nii	347	1	188	0	0
MMP_in_MNI_corr_2mm.nii	348	1	411	0	0
MMP_in_MNI_corr_2mm.nii	349	1	644	0	0
MMP_in_MNI_corr_2mm.nii	350	1	371	39	10.51
MMP_in_MNI_corr_2mm.nii	351	1	239	0	0
MMP_in_MNI_corr_2mm.nii	352	1	101	0	0
MMP_in_MNI_corr_2mm.nii	353	1	143	0	0
MMP_in_MNI_corr_2mm.nii	354	1	83	0	0
MMP_in_MNI_corr_2mm.nii	355	1	47	0	0
MMP_in_MNI_corr_2mm.nii	356	1	105	0	0
MMP_in_MNI_corr_2mm.nii	357	1	154	2	1.29
MMP_in_MNI_corr_2mm.nii	358	1	118	0	0
MMP_in_MNI_corr_2mm.nii	359	1	122	2	1.63
MMP_in_MNI_corr_2mm.nii	360	1	65	0	0
MMP_in_MNI_corr_2mm.nii	361	1	41	0	0
MMP_in_MNI_corr_2mm.nii	362	1	90	0	0
MMP_in_MNI_corr_2mm.nii	363	1	250	1	.40
MMP_in_MNI_corr_2mm.nii	364	1	94	0	0
MMP_in_MNI_corr_2mm.nii	365	1	65	0	0
MMP_in_MNI_corr_2mm.nii	366	1	183	0	0
MMP_in_MNI_corr_2mm.nii	367	1	135	0	0
MMP_in_MNI_corr_2mm.nii	368	1	57	0	0
MMP_in_MNI_corr_2mm.nii	369	1	107	8	7.47
MMP_in_MNI_corr_2mm.nii	370	1	203	0	0
MMP_in_MNI_corr_2mm.nii	371	1	196	9	4.59
MMP_in_MNI_corr_2mm.nii	372	1	427	0	0
MMP_in_MNI_corr_2mm.nii	373	1	90	0	0
MMP_in_MNI_corr_2mm.nii	374	1	102	0	0
MMP_in_MNI_corr_2mm.nii	375	1	306	74	24.18
MMP_in_MNI_corr_2mm.nii	376	1	212	178	83.96
MMP_in_MNI_corr_2mm.nii	377	1	331	13	3.92
MMP_in_MNI_corr_2mm.nii	378	1	112	10	8.92
MMP_in_MNI_corr_2mm.nii	379	1	101	0	0
MMP_in_MNI_corr_2mm.nii	380	1	170	0	0
