contrast	estimate	se	df	z_ratio	p_value	roi	atlas
Language critical	1.51683742882759	0.0231405994377262	Inf	65.5487526548117	0	11	NA
MD baseline	-0.339685962259628	0.0357190760363538	Inf	-9.50993138551248	1.90788335890408e-21	11	NA
MD critical	-0.551326304779315	0.0357190760363538	Inf	-15.4350662435442	9.51027204827048e-54	11	NA
Alice baseline	0.414430876433224	0.0352897213582652	Inf	11.743670975066	7.61095946468241e-32	12	NA
Alice critical	0.658203829921604	0.0352897213582629	Inf	18.6514317650595	1.22940490343759e-77	12	NA
Language baseline	0.343486957500565	0.0125010578116671	Inf	27.4766313919444	3.3402367164651e-166	12	NA
Language critical	0.730877129984336	0.0125010578116671	Inf	58.4652227831645	0	12	NA
MD baseline	0.204925254229442	0.0173523082944911	Inf	11.8096826515295	3.47871796356888e-32	12	NA
MD critical	0.278462413992755	0.0173523082944911	Inf	16.0475718427133	5.94445787281506e-58	12	NA
Alice baseline	0.0163576296923666	0.0952352467928619	Inf	0.171760248891303	0.863626017799459	13	NA
Alice critical	0.0532096064365412	0.095235246792868	Inf	0.558717578086078	0.57635448081547	13	NA
Language baseline	0.307774906407421	0.0336544751531382	Inf	9.14514057957972	5.95523574471702e-20	13	NA
Language critical	0.683527978789148	0.0336544751531383	Inf	20.3101660530697	1.04550319981037e-91	13	NA
MD baseline	1.55098119817373	0.0467611803395733	Inf	33.1681361956803	3.1021335554089e-241	13	NA
MD critical	1.94422241864619	0.0467611803395734	Inf	41.5777019426693	0	13	NA
Alice baseline	-0.0742676658496596	0.104677802599162	Inf	-0.709488200989942	0.478021570930587	14	NA
Alice critical	-0.0905849681751904	0.104677802599153	Inf	-0.865369409043399	0.386836065707283	14	NA
Language baseline	-0.570707597664114	0.0395971930440235	Inf	-14.4128296424853	4.2973680967101e-47	14	NA
Language critical	-0.19205783375107	0.0395971930440238	Inf	-4.85028909846064	1.23281655464514e-06	14	NA
MD baseline	0.936519841953536	0.0528991367050482	Inf	17.7038776109963	3.9140582802528e-70	14	NA
MD critical	1.28331809392203	0.0528991367050482	Inf	24.2597171495913	5.22170211038353e-130	14	NA
Alice baseline	0.21740215596665	0.0481523328249987	Inf	4.51488314713143	6.33516877838131e-06	15	NA
Alice critical	0.389858539687628	0.0481523328249999	Inf	8.09635830323095	5.66288688100889e-16	15	NA
Language baseline	0.233124655193835	0.0153120850037685	Inf	15.2248798995342	2.41802242940628e-52	15	NA
Language critical	0.574161347405414	0.0153120850037685	Inf	37.497267502375	1.02052694421286e-307	15	NA
MD baseline	0.40810657734055	0.0225890153894716	Inf	18.0665943293288	5.84098764685072e-73	15	NA
MD critical	0.547164951356296	0.0225890153894716	Inf	24.222611828018	1.28561865068687e-129	15	NA
Alice baseline	0.428419324515988	0.105151644544428	Inf	4.07429980170188	4.61529955518193e-05	16	NA
Alice critical	1.39942088265535	0.105151644544418	Inf	13.3085972047181	2.0631913502942e-40	16	NA
Language baseline	0.118763024289774	0.0293689512485862	Inf	4.04382925643253	5.25852210296875e-05	16	NA
Language critical	1.18859624481934	0.0293689512485862	Inf	40.4711845090675	0	16	NA
MD baseline	-0.639352456533263	0.0474233153368413	Inf	-13.4818169499966	2.00117269537137e-41	16	NA
MD critical	-1.31453869275373	0.0474233153368413	Inf	-27.7192491376181	4.09300176631238e-169	16	NA
Alice baseline	-0.253003004503919	0.0952894131205331	Inf	-2.65510087866625	0.00792846945247303	17	NA
Alice critical	-0.234091237062102	0.0952894131205433	Inf	-2.45663426183527	0.0140245385484108	17	NA
Language baseline	-0.261034119891548	0.0373892921431764	Inf	-6.98152077584029	2.92001713713755e-12	17	NA
Language critical	0.115142119823644	0.0373892921431764	Inf	3.07954799953754	0.00207314961039632	17	NA
MD baseline	0.935532894009884	0.0492016825799792	Inf	19.0142459556976	1.29992413600885e-80	17	NA
MD critical	1.2801282050335	0.0492016825799791	Inf	26.0179761729206	3.10056984486873e-149	17	NA
Alice baseline	0.36041854652198	0.0746957097250048	Inf	4.8251572660448	1.39892837607718e-06	18	NA
Alice critical	0.803650034894068	0.074695709725006	Inf	10.7589851927604	5.37588887661009e-27	18	NA
Language baseline	0.164196606332229	0.0213375506242555	Inf	7.69519469332053	1.4127888575865e-14	18	NA
Language critical	0.611124271570124	0.0213375506242556	Inf	28.6407883609388	2.08777555029302e-180	18	NA
MD baseline	-0.345634651245086	0.0336517178108594	Inf	-10.2709363363777	9.52754031034298e-25	18	NA
MD critical	-0.829838085170135	0.0336517178108594	Inf	-24.6596054868363	2.90297320702882e-134	18	NA
Alice baseline	0.331521218571958	0.0464433796606663	Inf	7.13818031750022	9.45745179722207e-13	19	NA
Alice critical	0.517916160432605	0.0464433796606686	Inf	11.1515605500004	7.03614046104495e-29	19	NA
Language baseline	0.496790726491483	0.016963210847285	Inf	29.286361583544	1.54718051891911e-188	19	NA
Language critical	0.820731178444088	0.0169632108472849	Inf	48.3830087259367	0	19	NA
MD baseline	0.601762809975229	0.0230686646480778	Inf	26.0857236062587	5.29430739066448e-150	19	NA
MD critical	0.844224752888612	0.0230686646480778	Inf	36.5961691223839	3.29087942013902e-293	19	NA
Alice baseline	1.14392228844998	0.100147551495654	Inf	11.422369008189	3.23299179041246e-30	20	NA
Alice critical	1.77963667217069	0.100147551495647	Inf	17.770146604613	1.20375759978783e-70	20	NA
Language baseline	0.722990920700893	0.0334280706208363	Inf	21.628257547423	9.73929688411143e-104	20	NA
Language critical	1.36445483107636	0.0334280706208365	Inf	40.8176363677376	0	20	NA
MD baseline	0.572473056384529	0.0479688126741161	Inf	11.9342761363246	7.84382572368576e-33	20	NA
MD critical	0.699414558353036	0.0479688126741162	Inf	14.5806101790474	3.73166387411077e-48	20	NA
Alice baseline	0.758269589815295	0.0773310347126005	Inf	9.80550166738867	1.06615897830625e-22	21	NA
Alice critical	1.60510300841988	0.0773310347125993	Inf	20.7562592998431	1.07625426689786e-95	21	NA
Language baseline	0.257972170585528	0.02212309196277	Inf	11.6607647348597	2.02217939819734e-31	21	NA
Language critical	0.956582125890619	0.0221230919627702	Inf	43.2390792164315	0	21	NA
MD baseline	-0.23544210586542	0.0350200679872068	Inf	-6.72306250094746	1.77944208006348e-11	21	NA
MD critical	-0.356408409015024	0.0350200679872068	Inf	-10.177262052867	2.5051067914474e-24	21	NA
Alice baseline	0.118900111625432	0.0381755416651442	Inf	3.11456252980931	0.00184217905638268	22	NA
Alice critical	0.408985135434987	0.0381755416651459	Inf	10.7132765534114	8.81843549939222e-27	22	NA
Language baseline	0.00233680122234242	0.0114567637698061	Inf	0.203966955179871	0.838379321994798	22	NA
Language critical	0.369585997059617	0.0114567637698061	Inf	32.2591967928717	2.61420276223471e-228	22	NA
MD baseline	-0.115782060433405	0.0173676590928433	Inf	-6.6665323066547	2.61918054726886e-11	22	NA
MD critical	-0.237711614433404	0.0173676590928433	Inf	-13.6870267410625	1.21375032274059e-42	22	NA
Alice baseline	0.241905402764973	0.0342078067696137	Inf	7.07164316011788	1.53109732568371e-12	23	NA
Alice critical	0.43851657718363	0.0342078067696155	Inf	12.8191959261514	1.28021229982687e-37	23	NA
Language baseline	0.0695764267658873	0.00999674232035489	Inf	6.9599099923001	3.4049020674793e-12	23	NA
Language critical	0.282500100360595	0.00999674232035484	Inf	28.2592159833292	1.09668058747895e-175	23	NA
MD baseline	0.033813160331137	0.0154326228422969	Inf	2.1910183820772	0.0284504622580285	23	NA
MD critical	0.0388641859216883	0.0154326228422969	Inf	2.51831372533587	0.0117918237632402	23	NA
Alice baseline	0.856715417490362	0.0842732806713381	Inf	10.1659198581756	2.81452647743203e-24	24	NA
Alice critical	1.58287119656025	0.0842732806713442	Inf	18.7825985169993	1.04822344842252e-78	24	NA
Language baseline	0.390704898284328	0.0254685666605282	Inf	15.3406708548641	4.08946801215688e-53	24	NA
Language critical	1.06674008601289	0.0254685666605281	Inf	41.8845748263547	0	24	NA
MD baseline	0.174042116782012	0.0388134981006793	Inf	4.4840616099729	7.32355020086449e-06	24	NA
MD critical	0.359011917963114	0.0388134981006793	Inf	9.24966662453006	2.25193937667121e-20	24	NA
Alice baseline	0.205700219913198	0.0452681898296826	Inf	4.54403457896431	5.51875986515418e-06	25	NA
Alice critical	0.511082359448134	0.0452681898296876	Inf	11.2900993251769	1.46870608529109e-29	25	NA
Language baseline	-0.164521763114138	0.0124504455936885	Inf	-13.21412650464	7.27256538602809e-40	25	NA
Language critical	0.216068700935264	0.0124504455936885	Inf	17.3542946161538	1.83034745679444e-67	25	NA
MD baseline	-0.342072300302627	0.020089888729959	Inf	-17.0270878500443	5.1714542136121e-65	25	NA
MD critical	-0.595457479436483	0.020089888729959	Inf	-29.6396604003341	4.60963583044815e-193	25	NA
Alice baseline	-0.0702455471555764	0.0513912741986374	Inf	-1.36687693097594	0.171663883952495	26	NA
Alice critical	0.0716405691235373	0.0513912741986394	Inf	1.39402204441613	0.163310947873407	26	NA
Language baseline	-0.350498651276417	0.0157580193110516	Inf	-22.2425575421526	1.33146804974637e-109	26	NA
Language critical	-0.107076425684	0.0157580193110516	Inf	-6.79504343600494	1.08279900194816e-11	26	NA
MD baseline	-0.33666429970604	0.0236004506714028	Inf	-14.2651640171425	3.60742800325549e-46	26	NA
MD critical	-0.56955991387927	0.0236004506714028	Inf	-24.1334337979155	1.11458181393749e-128	26	NA
Alice baseline	-0.079032605368615	0.0328488607208844	Inf	-2.40594661836684	0.0161306215537172	27	NA
Alice critical	0.0204117318406825	0.0328488607208835	Inf	0.621383250217437	0.534347490055679	27	NA
Language baseline	-0.187823854261959	0.0100263149813235	Inf	-18.7330893365935	2.66021474159174e-78	27	NA
Language critical	0.0303513818345788	0.0100263149813235	Inf	3.02717218550542	0.00246853301122152	27	NA
MD baseline	-0.107161017632388	0.0149589981452871	Inf	-7.1636493695368	7.85571786265931e-13	27	NA
MD critical	-0.165057925112702	0.0149589981452871	Inf	-11.034022700558	2.61883070408167e-28	27	NA
Alice baseline	-0.0326616216125788	0.0314573572024695	Inf	-1.03828244064999	0.299138581168247	28	NA
Alice critical	0.318188959782782	0.0314573572024715	Inf	10.1149297995632	4.74356960769402e-24	28	NA
Language baseline	0.100596900323278	0.00978583087481371	Inf	10.2798527391465	8.6860213667634e-25	28	NA
Language critical	0.379844077468987	0.00978583087481372	Inf	38.8157206401973	0	28	NA
MD baseline	-0.0147219386087004	0.0144799958369519	Inf	-1.01670875975883	0.309291997349608	28	NA
MD critical	-0.0738519858527946	0.014479995836952	Inf	-5.10027673242346	3.39157238955139e-07	28	NA
