contrast	estimate	se	df	z_ratio	p_value	roi	atlas
criticalAlice vs. criticalMD	2.39853490222858	0.0707883091882026	Inf	33.8832065595982	1.17754876681497e-251	17	GSS
criticalLang vs. criticalMD	1.13823692657862	0.0289245898010032	Inf	39.351877914588	0	17	GSS
criticalAlice vs. criticalLang	-0.605459038865017	0.0818830509068824	Inf	-7.39419247523576	1.422702073647e-13	22	GSS
criticalAlice vs. criticalMD	0.606592493377534	0.0859111109345525	Inf	7.060698980364	1.65667128896591e-12	22	GSS
criticalLang vs. criticalMD	1.21205153224255	0.0348694223469203	Inf	34.7597250159093	9.88216250586314e-265	22	GSS
criticalAlice vs. criticalLang	0.0471020509798975	0.0358860411076391	Inf	1.31254519936084	0.189336245886985	24	GSS
criticalAlice vs. criticalMD	0.677964831016155	0.0376777342159286	Inf	17.9937792206608	2.17972530252747e-72	24	GSS
criticalLang vs. criticalMD	0.630862780036258	0.0153951570529087	Inf	40.9780022294132	0	24	GSS
criticalAlice vs. criticalLang	0.227756142698564	0.0759825436983129	Inf	2.99747983698552	0.00272221865655445	1	GSS
criticalAlice vs. criticalMD	2.29591987630547	0.0797684028940948	Inf	28.7823222354554	3.57045864391273e-182	1	GSS
criticalLang vs. criticalMD	2.06816373360691	0.0324192507570718	Inf	63.7943100259887	0	1	GSS
criticalAlice vs. criticalLang	-0.0726733000627311	0.0341670956736718	Inf	-2.12699670925589	0.03342035661536	25	GSS
criticalAlice vs. criticalMD	0.379741415928849	0.0357859213349345	Inf	10.6114751769194	2.63554682020271e-26	25	GSS
criticalLang vs. criticalMD	0.45241471599158	0.0147272822690524	Inf	30.7194978493945	3.12550039095933e-207	25	GSS
criticalAlice vs. criticalLang	-0.630318372352607	0.0922145239933174	Inf	-6.83534811065429	8.18061336050418e-12	19	GSS
criticalAlice vs. criticalMD	-1.89101281220965	0.0966256788068373	Inf	-19.5704996390239	2.75962850396141e-85	19	GSS
criticalLang vs. criticalMD	-1.26069443985704	0.0397747538706265	Inf	-31.6958451573992	1.77260541592161e-220	19	GSS
criticalAlice vs. criticalLang	0.101472865575879	0.100463398732737	Inf	1.01004810563723	0.312472243085998	18	GSS
criticalAlice vs. criticalMD	-1.37390306209723	0.105173437235765	Inf	-13.0632134710723	5.34241322662698e-39	18	GSS
criticalLang vs. criticalMD	-1.4753759276731	0.0435482666065917	Inf	-33.8790965206818	1.35365576973717e-251	18	GSS
criticalAlice vs. criticalLang	-0.184302807717785	0.0472902220264926	Inf	-3.89727093297504	9.72827656328029e-05	26	GSS
criticalAlice vs. criticalMD	-0.157306411668667	0.0495635599023373	Inf	-3.1738319841963	0.00150440747989262	26	GSS
criticalLang vs. criticalMD	0.0269963960491182	0.0204568125729858	Inf	1.31967753787647	0.186942702647393	26	GSS
criticalAlice vs. criticalLang	0.210824637836017	0.104239621830113	Inf	2.02250002575425	0.0431247209398673	21	GSS
criticalAlice vs. criticalMD	2.71395957540909	0.109500240121493	Inf	24.784964602798	1.30226167899465e-135	21	GSS
criticalLang vs. criticalMD	2.50313493757307	0.0446846634612727	Inf	56.0177641204009	0	21	GSS
criticalAlice vs. criticalLang	-0.349233356885746	0.0906718158716262	Inf	-3.85161975117155	0.000117339125581402	16	GSS
criticalAlice vs. criticalMD	-1.5142194420956	0.0949773485134262	Inf	-15.94295340727	3.18918068946447e-57	16	GSS
criticalLang vs. criticalMD	-1.16498608520986	0.0389819141461752	Inf	-29.8852970852423	3.05540689839445e-196	16	GSS
criticalAlice vs. criticalLang	0.192525763323944	0.0742160128674424	Inf	2.594127006901	0.00948314482419404	20	GSS
criticalAlice vs. criticalMD	1.6334881200642	0.0778532208158044	Inf	20.9816383053558	9.65106523975472e-98	20	GSS
criticalLang vs. criticalMD	1.44096235674026	0.0322967431747653	Inf	44.6163363575971	0	20	GSS
criticalAlice vs. criticalLang	-0.302815018011483	0.0448414399623476	Inf	-6.75301725960964	1.44801707494117e-11	27	GSS
criticalAlice vs. criticalMD	-0.326308592456008	0.0469384852283256	Inf	-6.95183474431964	3.60565638944913e-12	27	GSS
criticalLang vs. criticalMD	-0.0234935744445248	0.0194591846054245	Inf	-1.20732573953668	0.22730672177216	27	GSS
criticalAlice vs. criticalLang	0.415181841094331	0.0977323499365881	Inf	4.24815162393736	2.15541501171381e-05	8	GSS
criticalAlice vs. criticalMD	1.08022211381765	0.102404097862333	Inf	10.5486219435266	5.15475711449585e-26	8	GSS
criticalLang vs. criticalMD	0.665040272723319	0.0421835712479295	Inf	15.7653857425824	5.38425846951227e-56	8	GSS
criticalAlice vs. criticalLang	0.648520882529263	0.0766389523344496	Inf	8.46202698203834	2.62769700907615e-17	6	GSS
criticalAlice vs. criticalMD	1.96151141743491	0.0804227562496419	Inf	24.3900048805358	2.18330406337479e-131	6	GSS
criticalLang vs. criticalMD	1.31299053490564	0.0330397790453503	Inf	39.7396887280461	0	6	GSS
criticalAlice vs. criticalLang	0.0393991383753693	0.0378262562557797	Inf	1.04158175498399	0.297605631189705	11	GSS
criticalAlice vs. criticalMD	0.646696749868391	0.0396082044675728	Inf	16.3273432502562	6.30717310708006e-60	11	GSS
criticalLang vs. criticalMD	0.607297611493022	0.0164786620132233	Inf	36.8535753088264	2.56327870163963e-297	11	GSS
criticalAlice vs. criticalLang	0.156016476823035	0.0340084318963489	Inf	4.58758220015973	4.48408892328736e-06	23	GSS
criticalAlice vs. criticalMD	0.399652391261942	0.0356248094188766	Inf	11.2183727514954	3.31310568745501e-29	23	GSS
criticalLang vs. criticalMD	0.243635914438907	0.0148952757288791	Inf	16.3565897586268	3.90385925079318e-60	23	GSS
criticalAlice vs. criticalLang	0.516131110547361	0.0831803880665435	Inf	6.20496156058399	5.47102735788839e-10	7	GSS
criticalAlice vs. criticalMD	1.22385927859714	0.0872086635306735	Inf	14.0336891892246	9.69728756721697e-45	7	GSS
criticalLang vs. criticalMD	0.707728168049776	0.0359581246472711	Inf	19.6820099766656	3.07559470143327e-86	7	GSS
criticalAlice vs. criticalLang	0.29501365851287	0.0451575100281217	Inf	6.53299214968121	6.44685242688595e-11	14	GSS
criticalAlice vs. criticalMD	1.10653983888462	0.0473753554028256	Inf	23.3568662329997	1.17363290510559e-120	14	GSS
criticalLang vs. criticalMD	0.811526180371747	0.0197008668899089	Inf	41.1924096998707	0	14	GSS
criticalAlice vs. criticalLang	0.178716994807537	0.050840808054479	Inf	3.51522726814317	0.000439377802688701	15	GSS
criticalAlice vs. criticalMD	0.641200483002807	0.0532636975850434	Inf	12.0382270115408	2.23712043531369e-33	15	GSS
criticalLang vs. criticalMD	0.46248348819527	0.0222874194503708	Inf	20.7508764855043	1.20376906462649e-95	15	GSS
criticalAlice vs. criticalLang	-0.00993964999389631	0.0326138708137813	Inf	-0.304767565023169	0.760543186372203	13	GSS
criticalAlice vs. criticalMD	0.185469656953385	0.0341318298021874	Inf	5.43392071354752	5.51290842606142e-08	13	GSS
criticalLang vs. criticalMD	0.195409306947281	0.014436135742999	Inf	13.5361228535169	9.57087407012605e-42	13	GSS
criticalAlice vs. criticalLang	-0.0616551176862049	0.0311242681946458	Inf	-1.98093389057775	0.0475986878452036	12	GSS
criticalAlice vs. criticalMD	0.392040945635576	0.0325728890429441	Inf	12.0358051482234	2.30375417409397e-33	12	GSS
criticalLang vs. criticalMD	0.453696063321781	0.0136951243679054	Inf	33.1282908525475	1.16358624395777e-240	12	GSS
