task	condition	emmean	se	df	lowCI	highCI	roi	atlas
Lang	baseline	-0.570707597664114	0.0395971930440235	Inf	-0.64831666991928	-0.493098525408948	18	GSS
MD	baseline	0.936519841953536	0.0528991367050482	Inf	0.83283943919838	1.04020024470869	18	GSS
Alice	critical	-0.0905849681751904	0.104677802599153	Inf	-0.295749691250323	0.114579754899942	18	GSS
Lang	critical	-0.19205783375107	0.0395971930440238	Inf	-0.269666906006236	-0.114448761495903	18	GSS
MD	critical	1.28331809392203	0.0528991367050482	Inf	1.17963769116688	1.38699849667719	18	GSS
Alice	baseline	0.21740215596665	0.0481523328249987	Inf	0.123025317858067	0.311778994075233	26	GSS
Lang	baseline	0.233124655193835	0.0153120850037685	Inf	0.203113520058233	0.263135790329437	26	GSS
MD	baseline	0.40810657734055	0.0225890153894716	Inf	0.363832920730964	0.452380233950135	26	GSS
Alice	critical	0.389858539687628	0.0481523328249999	Inf	0.295481701579043	0.484235377796214	26	GSS
Lang	critical	0.574161347405414	0.0153120850037685	Inf	0.544150212269812	0.604172482541016	26	GSS
MD	critical	0.547164951356296	0.0225890153894716	Inf	0.50289129474671	0.591438607965881	26	GSS
Alice	baseline	0.428419324515988	0.105151644544428	Inf	0.222325888293752	0.634512760738224	21	GSS
Lang	baseline	0.118763024289774	0.0293689512485862	Inf	0.0612009375788321	0.176325111000715	21	GSS
MD	baseline	-0.639352456533263	0.0474233153368413	Inf	-0.732300446620958	-0.546404466445568	21	GSS
Alice	critical	1.39942088265535	0.105151644544418	Inf	1.19332744643314	1.60551431887757	21	GSS
Lang	critical	1.18859624481934	0.0293689512485862	Inf	1.1310341581084	1.24615833153028	21	GSS
MD	critical	-1.31453869275373	0.0474233153368413	Inf	-1.40748668284143	-1.22159070266604	21	GSS
Alice	baseline	-0.253003004503919	0.0952894131205331	Inf	-0.439766822328122	-0.0662391866797153	16	GSS
Lang	baseline	-0.261034119891548	0.0373892921431764	Inf	-0.33431578589962	-0.187752453883476	16	GSS
MD	baseline	0.935532894009884	0.0492016825799792	Inf	0.839099368174353	1.03196641984541	16	GSS
Alice	critical	-0.234091237062102	0.0952894131205433	Inf	-0.420855054886325	-0.0473274192378787	16	GSS
Lang	critical	0.115142119823644	0.0373892921431764	Inf	0.0418604538155715	0.188423785831716	16	GSS
MD	critical	1.2801282050335	0.0492016825799791	Inf	1.18369467919797	1.37656173086903	16	GSS
Alice	baseline	0.36041854652198	0.0746957097250048	Inf	0.214017645661313	0.506819447382648	20	GSS
Lang	baseline	0.164196606332229	0.0213375506242555	Inf	0.122375775590388	0.20601743707407	20	GSS
MD	baseline	-0.345634651245086	0.0336517178108594	Inf	-0.411590806172275	-0.279678496317896	20	GSS
Alice	critical	0.803650034894068	0.074695709725006	Inf	0.657249134033398	0.950050935754738	20	GSS
Lang	critical	0.611124271570124	0.0213375506242556	Inf	0.569303440828282	0.652945102311965	20	GSS
MD	critical	-0.829838085170135	0.0336517178108594	Inf	-0.895794240097324	-0.763881930242945	20	GSS
Alice	baseline	0.331521218571958	0.0464433796606663	Inf	0.240493867116732	0.422548570027184	27	GSS
Lang	baseline	0.496790726491483	0.016963210847285	Inf	0.463543444168645	0.53003800881432	27	GSS
MD	baseline	0.601762809975229	0.0230686646480778	Inf	0.556549058093564	0.646976561856894	27	GSS
Alice	critical	0.517916160432605	0.0464433796606686	Inf	0.426888808977374	0.608943511887835	27	GSS
Lang	critical	0.820731178444088	0.0169632108472849	Inf	0.78748389612125	0.853978460766925	27	GSS
MD	critical	0.844224752888612	0.0230686646480778	Inf	0.799011001006948	0.889438504770277	27	GSS
Alice	baseline	1.14392228844998	0.100147551495654	Inf	0.947636694378624	1.34020788252133	8	GSS
Lang	baseline	0.722990920700893	0.0334280706208363	Inf	0.657473106211392	0.788508735190394	8	GSS
MD	baseline	0.572473056384529	0.0479688126741161	Inf	0.478455911162113	0.666490201606945	8	GSS
Alice	critical	1.77963667217069	0.100147551495647	Inf	1.58335107809935	1.97592226624203	8	GSS
Lang	critical	1.36445483107636	0.0334280706208365	Inf	1.29893701658685	1.42997264556586	8	GSS
MD	critical	0.699414558353036	0.0479688126741162	Inf	0.60539741313062	0.793431703575453	8	GSS
Alice	baseline	0.758269589815295	0.0773310347126005	Inf	0.606703546891382	0.909835632739209	6	GSS
Lang	baseline	0.257972170585528	0.02212309196277	Inf	0.214611707111831	0.301332634059224	6	GSS
MD	baseline	-0.23544210586542	0.0350200679872068	Inf	-0.30408017785649	-0.166804033874351	6	GSS
Alice	critical	1.60510300841988	0.0773310347125993	Inf	1.45353696549597	1.75666905134379	6	GSS
Lang	critical	0.956582125890619	0.0221230919627702	Inf	0.913221662416922	0.999942589364316	6	GSS
MD	critical	-0.356408409015024	0.0350200679872068	Inf	-0.425046481006093	-0.287770337023954	6	GSS
Alice	baseline	0.118900111625432	0.0381755416651442	Inf	0.0440774248714412	0.193722798379423	11	GSS
Lang	baseline	0.00233680122234242	0.0114567637698061	Inf	-0.0201180431458609	0.0247916455905458	11	GSS
MD	baseline	-0.115782060433405	0.0173676590928433	Inf	-0.149822046751148	-0.0817420741156627	11	GSS
Alice	critical	0.408985135434987	0.0381755416651459	Inf	0.334162448680992	0.483807822188981	11	GSS
Lang	critical	0.369585997059617	0.0114567637698061	Inf	0.347131152691414	0.392040841427821	11	GSS
MD	critical	-0.237711614433404	0.0173676590928433	Inf	-0.271751600751147	-0.203671628115662	11	GSS
Alice	baseline	0.241905402764973	0.0342078067696137	Inf	0.174859333506425	0.308951472023521	23	GSS
Lang	baseline	0.0695764267658873	0.00999674232035489	Inf	0.0499831718552643	0.0891696816765103	23	GSS
MD	baseline	0.033813160331137	0.0154326228422969	Inf	0.0035657753732449	0.064060545289029	23	GSS
Alice	critical	0.43851657718363	0.0342078067696155	Inf	0.371470507925078	0.505562646442182	23	GSS
Lang	critical	0.282500100360595	0.00999674232035484	Inf	0.262906845449972	0.302093355271218	23	GSS
MD	critical	0.0388641859216883	0.0154326228422969	Inf	0.00861680096379616	0.0691115708795804	23	GSS
Alice	baseline	0.856715417490362	0.0842732806713381	Inf	0.691542822515504	1.02188801246522	7	GSS
Lang	baseline	0.390704898284328	0.0254685666605282	Inf	0.340787424891835	0.440622371676821	7	GSS
MD	baseline	0.174042116782012	0.0388134981006793	Inf	0.0979690583906669	0.250115175173357	7	GSS
Alice	critical	1.58287119656025	0.0842732806713442	Inf	1.41769860158538	1.74804379153512	7	GSS
Lang	critical	1.06674008601289	0.0254685666605281	Inf	1.0168226126204	1.11665755940538	7	GSS
MD	critical	0.359011917963114	0.0388134981006793	Inf	0.282938859571769	0.435084976354459	7	GSS
Alice	baseline	0.205700219913198	0.0452681898296826	Inf	0.116976198201698	0.294424241624699	14	GSS
Lang	baseline	-0.164521763114138	0.0124504455936885	Inf	-0.188924188069243	-0.140119338159033	14	GSS
MD	baseline	-0.342072300302627	0.020089888729959	Inf	-0.381447758666764	-0.302696841938491	14	GSS
Alice	critical	0.511082359448134	0.0452681898296876	Inf	0.422358337736624	0.599806381159644	14	GSS
Lang	critical	0.216068700935264	0.0124504455936885	Inf	0.19166627598016	0.240471125890369	14	GSS
MD	critical	-0.595457479436483	0.020089888729959	Inf	-0.63483293780062	-0.556082021072346	14	GSS
Alice	baseline	-0.0702455471555764	0.0513912741986374	Inf	-0.170970593704528	0.0304794993933754	15	GSS
Lang	baseline	-0.350498651276417	0.0157580193110516	Inf	-0.381383801593764	-0.319613500959069	15	GSS
MD	baseline	-0.33666429970604	0.0236004506714028	Inf	-0.382920333040904	-0.290408266371177	15	GSS
Alice	critical	0.0716405691235373	0.0513912741986394	Inf	-0.0290844774254185	0.172365615672493	15	GSS
Lang	critical	-0.107076425684	0.0157580193110516	Inf	-0.137961576001348	-0.0761912753666523	15	GSS
MD	critical	-0.56955991387927	0.0236004506714028	Inf	-0.615815947214134	-0.523303880544406	15	GSS
Alice	baseline	-0.079032605368615	0.0328488607208844	Inf	-0.143415189314721	-0.0146500214225092	13	GSS
Lang	baseline	-0.187823854261959	0.0100263149813235	Inf	-0.207475070523007	-0.16817263800091	13	GSS
MD	baseline	-0.107161017632388	0.0149589981452871	Inf	-0.136480115241952	-0.0778419200228238	13	GSS
Alice	critical	0.0204117318406825	0.0328488607208835	Inf	-0.0439708521054216	0.0847943157867865	13	GSS
Lang	critical	0.0303513818345788	0.0100263149813235	Inf	0.0107001655735303	0.0500025980956273	13	GSS
MD	critical	-0.165057925112702	0.0149589981452871	Inf	-0.194377022722266	-0.135738827503138	13	GSS
Alice	baseline	-0.0326616216125788	0.0314573572024695	Inf	-0.0943169087782307	0.0289936655530732	12	GSS
Lang	baseline	0.100596900323278	0.00978583087481371	Inf	0.0814170242498427	0.119776776396713	12	GSS
MD	baseline	-0.0147219386087004	0.0144799958369519	Inf	-0.0431022089454161	0.0136583317280153	12	GSS
Alice	critical	0.318188959782782	0.0314573572024715	Inf	0.256533672617126	0.379844246948438	12	GSS
Lang	critical	0.379844077468987	0.00978583087481372	Inf	0.360664201395552	0.399023953542422	12	GSS
MD	critical	-0.0738519858527946	0.014479995836952	Inf	-0.10223225618951	-0.0454717155160789	12	GSS
