effect	estimate	se	df	t_value	p_value	roi	atlas
task3	-0.706053197767066	0.077853220815803	5284.15556613789	-9.06903003329245	1.66102889941606e-19	18	NA
condition2:task2	0.00369617686580692	0.100068073736498	5094.96911324223	0.0369366245176237	0.97053698456031	18	NA
condition2:task3	-0.927434922297137	0.10628166321784	5094.96910356537	-8.72619880248039	3.51658813445949e-18	18	NA
(Intercept)	0.331521218571958	0.0464433796606663	5737.77001767872	7.13818031750022	1.06296006028877e-12	19	NA
condition2	0.186394941860647	0.0589593423192593	4972.54791177637	3.16141487554823	0.00157948357625937	19	NA
task2	0.165269507919525	0.044841439962346	5106.08535149889	3.68564230003104	0.000230492256051498	19	NA
task3	0.270241591403271	0.0469384852283243	5071.38921120712	5.75735646535517	9.04662285562345e-09	19	NA
condition2:task2	0.137545510091958	0.0600614814828652	4972.54791093124	2.29007854445279	0.0220584459571765	19	NA
condition2:task3	0.0560670010527369	0.063754962810555	4972.5479158223	0.879413908833066	0.379219388479023	19	NA
(Intercept)	1.14392228844998	0.100147551495654	6121.59398237674	11.422369008189	6.48425127386664e-30	20	NA
condition2	0.635714383720709	0.128825086392596	5370.46861209847	4.93470954704709	8.26938815581825e-07	20	NA
task2	-0.420931367749084	0.0977323499365943	5545.37106127364	-4.30698093335698	1.68355118728479e-05	20	NA
task3	-0.571449232065448	0.102404097862339	5498.38547553655	-5.58033559197643	2.5153456915051e-08	20	NA
condition2:task2	0.00574952665475294	0.131042370949982	5370.46861302652	0.0438753253094565	0.965005415061106	20	NA
condition2:task3	-0.508772881752202	0.139303429599886	5370.46860989586	-3.65226386179812	0.000262414751746187	20	NA
(Intercept)	0.758269589815295	0.0773310347126005	6260.64835400408	9.80550166738867	1.54814439758545e-22	21	NA
condition2	0.846833418604587	0.101503085946316	5565.80732943603	8.34293273657188	9.0483585467527e-17	21	NA
task2	-0.500297419229768	0.0766389523344502	5824.87019656548	-6.52797831899482	7.23002209772831e-11	21	NA
task3	-0.993711695680716	0.0804227562496426	5755.56993404828	-12.3561009597347	1.23719011522442e-34	21	NA
condition2:task2	-0.148223463299495	0.103185464051456	5565.80733013486	-1.43647620003511	0.150923088263892	21	NA
condition2:task3	-0.96779972175419	0.10975911899801	5565.80733050973	-8.81748806467497	1.54247675651482e-18	21	NA
(Intercept)	0.118900111625432	0.0381755416651442	5292.29642262208	3.11456252980931	0.00185202478623184	22	NA
condition2	0.290085023809555	0.0499599814503502	4639.71788488095	5.8063477084722	6.81060647159268e-09	22	NA
task2	-0.11656331040309	0.037826256255778	4855.69391365993	-3.08154498861579	0.00207083006543089	22	NA
task3	-0.234682172058837	0.0396082044675713	4803.08148251931	-5.92508989522563	3.33901964929138e-09	22	NA
condition2:task2	0.0771641720277203	0.0509428949353516	4639.71788458179	1.51471902265555	0.129911692437278	22	NA
condition2:task3	-0.412014577809554	0.0539937746775921	4639.71788504091	-7.63077929390522	2.81423298098407e-14	22	NA
(Intercept)	0.241905402764973	0.0342078067696137	5303.16262584275	7.07164316011788	1.72943287861375e-12	23	NA
condition2	0.196611174418657	0.0449460774678222	4666.28140826132	4.37437893349903	1.24434272915802e-05	23	NA
task2	-0.172328975999086	0.0340084318963475	4901.96876736954	-5.0672426333657	4.18448603580035e-07	23	NA
task3	-0.208092242433836	0.0356248094188754	4844.9657671208	-5.84121700096958	5.52047958834899e-09	23	NA
condition2:task2	0.016312499176051	0.0458499235176344	4666.28140792414	0.355780291973161	0.722021191889271	23	NA
condition2:task3	-0.191560148828106	0.0486018904675823	4666.28141109575	-3.94141353320149	8.21882041213988e-05	23	NA
(Intercept)	0.856715417490362	0.0842732806713381	6048.39617500159	10.1659198581756	4.39170168946915e-24	24	NA
condition2	0.72615577906989	0.109917873613019	5347.43146614238	6.60634849639126	4.3213140365798e-11	24	NA
task2	-0.466010519206034	0.0831803880665385	5570.28703431073	-5.60240857295903	2.21526913704319e-08	24	NA
task3	-0.68267330070835	0.0872086635306688	5511.27378781405	-7.82804452069459	5.90028569624079e-15	24	NA
condition2:task2	-0.0501205913413274	0.111821930043599	5347.43146523315	-0.448217906110059	0.654014100151302	24	NA
condition2:task3	-0.541185977888788	0.118858346595297	5347.43146934872	-4.55320129709933	5.40078709885065e-06	24	NA
(Intercept)	0.205700219913198	0.0452681898296826	5599.54786267815	4.54403457896431	5.63473386132966e-06	25	NA
condition2	0.305382139534936	0.0598834017106645	4961.80932258736	5.09961242700331	3.53013499147666e-07	25	NA
task2	-0.370221983027336	0.0451575100281167	5241.19088561793	-8.1984587457728	3.03405404091408e-16	25	NA
task3	-0.547772520215826	0.0473753554028213	5173.0524734069	-11.5623938978029	1.5129139651457e-30	25	NA
condition2:task2	0.0752083245144664	0.0610086852901131	4961.80932308643	1.2327478318346	0.217728264168181	25	NA
condition2:task3	-0.558767318668791	0.0647541831175726	4961.80932003405	-8.62905362660897	8.21783566474672e-18	25	NA
(Intercept)	-0.0702455471555764	0.0513912741986374	5304.73667643569	-1.36687693097594	0.171721806827748	26	NA
condition2	0.141886116279114	0.0671209406881904	4636.93646814451	2.11388748167646	0.0345781320251266	26	NA
task2	-0.28025310412084	0.0508408080544768	4842.62528510668	-5.51236526021664	3.72401870128923e-08	26	NA
task3	-0.266418752550464	0.0532636975850413	4793.98530647324	-5.00188241954283	5.88008790933322e-07	26	NA
condition2:task2	0.101536109313303	0.0684751472222278	4636.93646778551	1.48281695523457	0.138191008721054	26	NA
condition2:task3	-0.374781730452343	0.0725804072612123	4636.93646757482	-5.16367632250295	2.52283070120471e-07	26	NA
(Intercept)	-0.079032605368615	0.0328488607208844	4863.51158154353	-2.40594661836684	0.0161677061658291	27	NA
condition2	0.0994443372092975	0.0430128024684547	4239.44347510066	2.31197065762523	0.0208269934823656	27	NA
task2	-0.108791248893344	0.0326138708137823	4443.56879038935	-3.33573556829599	0.000857721918774378	27	NA
task3	-0.0281284122637729	0.0341318298021883	4398.56583866113	-0.824110879105857	0.40992124272436	27	NA
condition2:task2	0.11873089888724	0.0439724798450167	4239.44347555573	2.70011833095867	0.00695901049510914	27	NA
condition2:task3	-0.157341244689612	0.0465113672215828	4239.44347534831	-3.3828557208398	0.00072386498069753	27	NA
(Intercept)	-0.0326616216125788	0.0314573572024695	5086.246559831	-1.03828244064999	0.299187936818841	28	NA
condition2	0.35085058139536	0.041025027234932	4433.55833962782	8.55211087091291	1.64202563066238e-17	28	NA
task2	0.133258521935856	0.0311242681946438	4630.03618088247	4.28149896095514	1.89395352625345e-05	28	NA
task3	0.0179396830038783	0.0325728890429422	4583.9845416431	0.55075504602087	0.581828443414177	28	NA
condition2:task2	-0.0716034042496515	0.0418960580359563	4433.55834001988	-1.70907258597454	0.0875074895199356	28	NA
condition2:task3	-0.409980628639455	0.0443619108147808	4433.55833787669	-9.24172609135796	3.67542153628965e-20	28	NA
